datetime,demand,temperature,hour,day_of_week,month,humidity,is_holiday,region
2024-01-12 13:00:00,4074.0,14.0,13,4,1,78,0,National
2024-01-12 14:00:00,3093.0,21.0,14,4,1,49,0,National
2024-01-12 15:00:00,2391.0,31.0,15,4,1,64,0,National
2024-01-12 16:00:00,5438.0,14.0,16,4,1,39,0,National
2024-01-12 17:00:00,5710.0,26.0,17,4,1,78,0,National
2024-01-12 18:00:00,4206.0,34.0,18,4,1,84,0,National
2024-01-12 19:00:00,5412.0,20.0,19,4,1,51,1,National
2024-01-12 20:00:00,4909.0,19.0,20,4,1,72,0,National
2024-01-12 21:00:00,5930.0,26.0,21,4,1,37,1,National
2024-01-12 22:00:00,6155.0,19.0,22,4,1,38,0,National
2024-01-12 23:00:00,3781.0,19.0,23,4,1,49,0,National
2024-01-13 00:00:00,2387.0,33.0,0,5,1,58,0,National
2024-01-13 01:00:00,5972.0,34.0,1,5,1,43,0,National
2024-01-13 02:00:00,2596.0,33.0,2,5,1,76,0,National
2024-01-13 03:00:00,6147.0,25.0,3,5,1,60,0,National
2024-01-13 04:00:00,4532.0,27.0,4,5,1,74,0,National
2024-01-13 05:00:00,3333.0,18.0,5,5,1,70,0,National
2024-01-13 06:00:00,3198.0,27.0,6,5,1,79,0,National
2024-01-13 07:00:00,5923.0,25.0,7,5,1,44,0,National
2024-01-13 08:00:00,3493.0,28.0,8,5,1,78,0,National
2024-01-13 09:00:00,3540.0,18.0,9,5,1,35,0,National
2024-01-13 10:00:00,2558.0,18.0,10,5,1,44,0,National
2024-01-13 11:00:00,5482.0,16.0,11,5,1,36,0,National
2024-01-13 12:00:00,2643.0,28.0,12,5,1,52,0,National
2024-01-13 13:00:00,5632.0,23.0,13,5,1,50,0,National
2024-01-13 14:00:00,4847.0,14.0,14,5,1,57,0,National
2024-01-13 15:00:00,6034.0,32.0,15,5,1,54,0,National
2024-01-13 16:00:00,5124.0,24.0,16,5,1,50,0,National
2024-01-13 17:00:00,5005.0,21.0,17,5,1,63,0,National
2024-01-13 18:00:00,4122.0,21.0,18,5,1,40,1,National
2024-01-13 19:00:00,5689.0,18.0,19,5,1,71,0,National
2024-01-13 20:00:00,6039.0,29.0,20,5,1,52,0,National
2024-01-13 21:00:00,5004.0,21.0,21,5,1,35,0,National
2024-01-13 22:00:00,2931.0,20.0,22,5,1,71,0,National
2024-01-13 23:00:00,5921.0,30.0,23,5,1,62,0,National
2024-01-14 00:00:00,4883.0,31.0,0,6,1,75,0,National
2024-01-14 01:00:00,3098.0,31.0,1,6,1,53,0,National
2024-01-14 02:00:00,5220.0,24.0,2,6,1,50,1,National
2024-01-14 03:00:00,3907.0,31.0,3,6,1,46,0,National
2024-01-14 04:00:00,3710.0,29.0,4,6,1,41,0,National
2024-01-14 05:00:00,2793.0,25.0,5,6,1,62,0,National
2024-01-14 06:00:00,5638.0,28.0,6,6,1,40,0,National
2024-01-14 07:00:00,4905.0,25.0,7,6,1,39,0,National
2024-01-14 08:00:00,2253.0,35.0,8,6,1,55,0,National
2024-01-14 09:00:00,4170.0,23.0,9,6,1,71,0,National
2024-01-14 10:00:00,5126.0,15.0,10,6,1,37,0,National
2024-01-14 11:00:00,5372.0,28.0,11,6,1,77,0,National
2024-01-14 12:00:00,4835.0,27.0,12,6,1,39,0,National
2024-01-14 13:00:00,6028.0,27.0,13,6,1,74,0,National
2024-01-14 14:00:00,3230.0,14.0,14,6,1,61,0,National
2024-01-14 15:00:00,5052.0,19.0,15,6,1,56,0,National
2024-01-14 16:00:00,2427.0,20.0,16,6,1,79,0,National
2024-01-14 17:00:00,4854.0,33.0,17,6,1,77,0,National
2024-01-14 18:00:00,3880.0,15.0,18,6,1,77,1,National
2024-01-14 19:00:00,4324.0,35.0,19,6,1,83,1,National
2024-01-14 20:00:00,2822.0,24.0,20,6,1,39,1,National
2024-01-14 21:00:00,5462.0,24.0,21,6,1,82,0,National
2024-01-14 22:00:00,3374.0,29.0,22,6,1,51,1,National
2024-01-14 23:00:00,5777.0,24.0,23,6,1,84,1,National
2024-01-15 00:00:00,5342.0,33.0,0,0,1,55,0,National
2024-01-15 01:00:00,3475.0,33.0,1,0,1,54,0,National
2024-01-15 02:00:00,5893.0,27.0,2,0,1,68,0,National
2024-01-15 03:00:00,2691.0,29.0,3,0,1,35,0,National
2024-01-15 04:00:00,4829.0,28.0,4,0,1,80,0,National
2024-01-15 05:00:00,5354.0,17.0,5,0,1,55,0,National
2024-01-15 06:00:00,5671.0,20.0,6,0,1,80,1,National
2024-01-15 07:00:00,2423.0,34.0,7,0,1,69,0,National
2024-01-15 08:00:00,2688.0,15.0,8,0,1,70,0,National
2024-01-15 09:00:00,5546.0,22.0,9,0,1,59,0,National
2024-01-15 10:00:00,2861.0,32.0,10,0,1,59,0,National
2024-01-15 11:00:00,2977.0,25.0,11,0,1,47,0,National
2024-01-15 12:00:00,5786.0,26.0,12,0,1,52,0,National
2024-01-15 13:00:00,3686.0,28.0,13,0,1,71,0,National
2024-01-15 14:00:00,4582.0,30.0,14,0,1,73,0,National
2024-01-15 15:00:00,5406.0,21.0,15,0,1,76,0,National
2024-01-15 16:00:00,5368.0,20.0,16,0,1,50,0,National
2024-01-15 17:00:00,3027.0,22.0,17,0,1,56,0,National
2024-01-15 18:00:00,4284.0,29.0,18,0,1,60,0,National
2024-01-15 19:00:00,5297.0,23.0,19,0,1,54,0,National
2024-01-15 20:00:00,2333.0,26.0,20,0,1,77,0,National
2024-01-15 21:00:00,2261.0,14.0,21,0,1,60,0,National
2024-01-15 22:00:00,2320.0,16.0,22,0,1,37,0,National
2024-01-15 23:00:00,2818.0,25.0,23,0,1,67,0,National
2024-01-16 00:00:00,5408.0,32.0,0,1,1,45,0,National
2024-01-16 01:00:00,3486.0,20.0,1,1,1,74,0,National
2024-01-16 02:00:00,4140.0,31.0,2,1,1,65,1,National
2024-01-16 03:00:00,3280.0,22.0,3,1,1,35,0,National
2024-01-16 04:00:00,2213.0,32.0,4,1,1,45,0,National
2024-01-16 05:00:00,5877.0,21.0,5,1,1,74,0,National
2024-01-16 06:00:00,2971.0,26.0,6,1,1,67,0,National
2024-01-16 07:00:00,3174.0,19.0,7,1,1,36,0,National
2024-01-16 08:00:00,5661.0,27.0,8,1,1,80,0,National
2024-01-16 09:00:00,4713.0,16.0,9,1,1,58,0,National
2024-01-16 10:00:00,4466.0,29.0,10,1,1,61,0,National
2024-01-16 11:00:00,3220.0,21.0,11,1,1,70,0,National
2024-01-16 12:00:00,6079.0,27.0,12,1,1,74,0,National
2024-01-16 13:00:00,4474.0,29.0,13,1,1,65,0,National
2024-01-16 14:00:00,5919.0,19.0,14,1,1,41,0,National
2024-01-16 15:00:00,3326.0,33.0,15,1,1,36,0,National
2024-01-16 16:00:00,2232.0,23.0,16,1,1,50,0,National
2024-01-16 17:00:00,2466.0,19.0,17,1,1,79,0,National
2024-01-16 18:00:00,3420.0,22.0,18,1,1,52,1,National
2024-01-16 19:00:00,4627.0,19.0,19,1,1,51,0,National
2024-01-16 20:00:00,5316.0,29.0,20,1,1,62,0,National
2024-01-16 21:00:00,2561.0,16.0,21,1,1,47,0,National
2024-01-16 22:00:00,5242.0,19.0,22,1,1,54,0,National
2024-01-16 23:00:00,2793.0,23.0,23,1,1,55,0,National
2024-01-17 00:00:00,5735.0,25.0,0,2,1,37,0,National
2024-01-17 01:00:00,2937.0,24.0,1,2,1,57,0,National
2024-01-17 02:00:00,2859.0,32.0,2,2,1,69,0,National
2024-01-17 03:00:00,5833.0,20.0,3,2,1,47,0,National
2024-01-17 04:00:00,5654.0,25.0,4,2,1,72,0,National
2024-01-17 05:00:00,3988.0,27.0,5,2,1,74,0,National
2024-01-17 06:00:00,4757.0,21.0,6,2,1,77,0,National
2024-01-17 07:00:00,3597.0,16.0,7,2,1,56,0,National
2024-01-17 08:00:00,2394.0,22.0,8,2,1,84,0,National
2024-01-17 09:00:00,5717.0,34.0,9,2,1,78,0,National
2024-01-17 10:00:00,4938.0,31.0,10,2,1,57,1,National
2024-01-17 11:00:00,5809.0,29.0,11,2,1,42,0,National
2024-01-17 12:00:00,6080.0,20.0,12,2,1,56,0,National
2024-01-17 13:00:00,5936.0,14.0,13,2,1,50,0,National
2024-01-17 14:00:00,3535.0,16.0,14,2,1,68,0,National
2024-01-17 15:00:00,5375.0,26.0,15,2,1,82,0,National
2024-01-17 16:00:00,3866.0,14.0,16,2,1,42,0,National
2024-01-17 17:00:00,5998.0,26.0,17,2,1,72,0,National
2024-01-17 18:00:00,5149.0,30.0,18,2,1,70,0,National
2024-01-17 19:00:00,3469.0,28.0,19,2,1,64,0,National
2024-01-17 20:00:00,4366.0,27.0,20,2,1,69,0,National
2024-01-17 21:00:00,6177.0,14.0,21,2,1,48,1,National
2024-01-17 22:00:00,5622.0,28.0,22,2,1,40,0,National
2024-01-17 23:00:00,3944.0,29.0,23,2,1,82,0,National
2024-01-18 00:00:00,5425.0,32.0,0,3,1,61,0,National
